コード,Cluster_From,Cluster_To,Period
5232,3,3,2010-2011
5233,3,3,2010-2011
5237,0,0,2010-2011
5261,0,0,2010-2011
5262,2,2,2010-2011
5268,4,4,2010-2011
5269,0,0,2010-2011
5271,0,0,2010-2011
5273,0,0,2010-2011
5279,0,0,2010-2011
5280,0,0,2010-2011
5282,0,0,2010-2011
5283,0,0,2010-2011
5284,0,0,2010-2011
5285,0,0,2010-2011
5287,4,4,2010-2011
5288,0,0,2010-2011
5301,3,3,2010-2011
5302,0,3,2010-2011
5304,4,4,2010-2011
5310,0,2,2010-2011
5331,3,3,2010-2011
5332,3,3,2010-2011
5333,3,3,2010-2011
5334,3,2,2010-2011
5337,4,1,2010-2011
5341,1,0,2010-2011
5344,2,2,2010-2011
5351,3,3,2010-2011
5352,0,3,2010-2011
5355,1,0,2010-2011
5356,4,4,2010-2011
5357,4,4,2010-2011
5363,2,2,2010-2011
5367,0,0,2010-2011
5380,0,0,2010-2011
5381,1,0,2010-2011
5384,2,2,2010-2011
5386,4,4,2010-2011
5388,4,4,2010-2011
5391,0,0,2010-2011
5393,3,3,2010-2011
5401,3,3,2010-2011
5406,3,3,2010-2011
5408,3,0,2010-2011
5410,3,3,2010-2011
5411,3,3,2010-2011
5423,0,3,2010-2011
5440,2,2,2010-2011
5444,2,2,2010-2011
5445,2,0,2010-2011
5446,0,1,2010-2011
5449,2,2,2010-2011
5451,2,2,2010-2011
5458,1,1,2010-2011
5461,2,2,2010-2011
5463,3,3,2010-2011
5464,0,2,2010-2011
5471,3,3,2010-2011
5476,1,0,2010-2011
5480,1,0,2010-2011
5482,3,3,2010-2011
5484,4,4,2010-2011
5491,0,0,2010-2011
5541,2,2,2010-2011
5542,1,1,2010-2011
5563,2,2,2010-2011
5602,3,3,2010-2011
5603,0,0,2010-2011
5609,0,0,2010-2011
5612,0,0,2010-2011
5631,3,3,2010-2011
5632,0,3,2010-2011
5644,0,0,2010-2011
5658,0,0,2010-2011
5659,0,0,2010-2011
5660,0,0,2010-2011
5695,4,4,2010-2011
5697,0,0,2010-2011
5702,1,0,2010-2011
5706,3,3,2010-2011
5707,3,3,2010-2011
5711,3,3,2010-2011
5713,3,3,2010-2011
5714,3,3,2010-2011
5715,3,3,2010-2011
5721,1,1,2010-2011
5724,0,0,2010-2011
5726,0,0,2010-2011
5727,0,0,2010-2011
5729,0,0,2010-2011
5741,3,3,2010-2011
5742,4,4,2010-2011
5753,0,0,2010-2011
5757,0,0,2010-2011
5801,3,3,2010-2011
5802,3,3,2010-2011
5803,3,3,2010-2011
5805,0,3,2010-2011
5816,0,0,2010-2011
5817,4,4,2010-2011
5819,4,4,2010-2011
5820,0,1,2010-2011
5821,0,2,2010-2011
5851,3,3,2010-2011
5852,3,3,2010-2011
5856,1,1,2010-2011
5857,2,0,2010-2011
5900,4,4,2010-2011
5901,3,3,2010-2011
5902,0,3,2010-2011
5903,4,4,2010-2011
5905,0,0,2010-2011
5906,0,0,2010-2011
5909,2,2,2010-2011
5911,2,3,2010-2011
5915,0,0,2010-2011
5918,2,2,2010-2011
5921,4,1,2010-2011
5922,0,0,2010-2011
5923,4,2,2010-2011
5928,4,4,2010-2011
5929,3,3,2010-2011
5930,2,0,2010-2011
5933,0,0,2010-2011
5936,0,0,2010-2011
5938,3,3,2010-2011
5939,4,4,2010-2011
5940,0,3,2010-2011
5941,0,0,2010-2011
5942,0,0,2010-2011
5943,2,2,2010-2011
5945,4,4,2010-2011
5946,2,2,2010-2011
5947,2,2,2010-2011
5949,3,3,2010-2011
5950,0,0,2010-2011
5951,2,2,2010-2011
5952,1,0,2010-2011
5955,0,0,2010-2011
5956,0,0,2010-2011
5957,0,0,2010-2011
5958,0,1,2010-2011
5959,3,3,2010-2011
5962,0,0,2010-2011
5965,0,0,2010-2011
5966,0,4,2010-2011
5967,0,0,2010-2011
5969,0,0,2010-2011
5970,0,0,2010-2011
5971,4,4,2010-2011
5973,4,4,2010-2011
5974,1,0,2010-2011
5975,0,3,2010-2011
5976,2,2,2010-2011
5981,0,3,2010-2011
5982,2,2,2010-2011
5983,0,0,2010-2011
5984,4,4,2010-2011
5985,2,2,2010-2011
5986,2,2,2010-2011
5987,0,0,2010-2011
5988,2,2,2010-2011
5989,3,3,2010-2011
5990,0,4,2010-2011
5991,3,3,2010-2011
5992,3,3,2010-2011
5994,0,0,2010-2011
5997,4,4,2010-2011
5998,1,0,2010-2011
6005,2,2,2010-2011
6013,0,0,2010-2011
6016,0,0,2010-2011
6018,4,4,2010-2011
6022,0,0,2010-2011
6023,0,3,2010-2011
6042,1,0,2010-2011
6050,4,4,2010-2011
6055,4,4,2010-2011
6058,4,4,2010-2011
6059,0,0,2010-2011
6060,0,0,2010-2011
6061,4,4,2010-2011
6062,0,0,2010-2011
6063,1,0,2010-2011
6071,1,4,2010-2011
6101,2,2,2010-2011
6103,3,3,2010-2011
6104,3,3,2010-2011
6113,3,3,2010-2011
6118,0,2,2010-2011
6125,0,0,2010-2011
6134,2,2,2010-2011
6135,3,3,2010-2011
6136,3,3,2010-2011
6137,0,0,2010-2011
6138,1,1,2010-2011
6140,2,2,2010-2011
6141,1,0,2010-2011
6143,0,3,2010-2011
6144,2,2,2010-2011
6145,4,2,2010-2011
6146,2,2,2010-2011
6147,1,1,2010-2011
6149,4,4,2010-2011
6150,1,1,2010-2011
6151,2,2,2010-2011
6155,1,0,2010-2011
6156,4,4,2010-2011
6157,4,4,2010-2011
6158,1,0,2010-2011
6159,4,4,2010-2011
6161,4,4,2010-2011
6197,2,2,2010-2011
6201,3,3,2010-2011
6203,1,0,2010-2011
6208,1,0,2010-2011
6210,4,0,2010-2011
6217,1,0,2010-2011
6218,1,0,2010-2011
6222,2,2,2010-2011
6245,2,0,2010-2011
6246,4,4,2010-2011
6247,4,2,2010-2011
6250,0,3,2010-2011
6254,4,2,2010-2011
6255,4,1,2010-2011
6257,2,1,2010-2011
6258,0,0,2010-2011
6262,1,0,2010-2011
6264,1,1,2010-2011
6265,4,4,2010-2011
6266,1,1,2010-2011
6267,4,4,2010-2011
6268,2,3,2010-2011
6269,3,3,2010-2011
6272,0,0,2010-2011
6273,3,3,2010-2011
6276,4,4,2010-2011
6277,2,2,2010-2011
6278,2,2,2010-2011
6279,4,4,2010-2011
6282,2,2,2010-2011
6284,0,0,2010-2011
6286,0,0,2010-2011
6287,3,3,2010-2011
6289,0,0,2010-2011
6291,0,0,2010-2011
6292,0,0,2010-2011
6293,0,0,2010-2011
6294,1,0,2010-2011
6297,1,1,2010-2011
6298,0,0,2010-2011
6302,3,3,2010-2011
6305,3,3,2010-2011
6306,0,0,2010-2011
6307,0,0,2010-2011
6309,2,2,2010-2011
6310,3,3,2010-2011
6312,4,4,2010-2011
6315,0,0,2010-2011
6316,0,0,2010-2011
6317,0,0,2010-2011
6322,0,0,2010-2011
6323,1,0,2010-2011
6324,0,0,2010-2011
6325,4,4,2010-2011
6327,0,1,2010-2011
6328,0,0,2010-2011
6330,3,3,2010-2011
6331,2,0,2010-2011
6332,3,3,2010-2011
6333,4,2,2010-2011
6334,1,1,2010-2011
6335,1,1,2010-2011
6336,0,1,2010-2011
6337,1,4,2010-2011
6338,4,0,2010-2011
6339,2,3,2010-2011
6340,0,0,2010-2011
6342,0,1,2010-2011
6343,0,0,2010-2011
6345,2,2,2010-2011
6346,4,4,2010-2011
6347,1,1,2010-2011
6349,3,3,2010-2011
6351,2,2,2010-2011
6356,4,4,2010-2011
6357,4,2,2010-2011
6358,1,0,2010-2011
6360,4,1,2010-2011
6361,3,3,2010-2011
6363,0,0,2010-2011
6364,0,2,2010-2011
6365,4,2,2010-2011
6366,3,3,2010-2011
6367,3,3,2010-2011
6368,3,3,2010-2011
6369,0,3,2010-2011
6370,2,2,2010-2011
6371,3,3,2010-2011
6373,0,0,2010-2011
6376,3,3,2010-2011
6378,0,0,2010-2011
6379,2,2,2010-2011
6380,1,0,2010-2011
6381,0,2,2010-2011
6382,4,2,2010-2011
6383,3,3,2010-2011
6384,1,4,2010-2011
6387,0,0,2010-2011
6390,0,0,2010-2011
6391,1,4,2010-2011
6392,0,0,2010-2011
6393,0,0,2010-2011
6395,3,3,2010-2011
6396,0,0,2010-2011
6400,0,0,2010-2011
6402,4,4,2010-2011
6403,4,1,2010-2011
6405,4,4,2010-2011
6406,3,3,2010-2011
6407,0,3,2010-2011
6408,0,0,2010-2011
6412,2,2,2010-2011
6413,3,3,2010-2011
6416,1,1,2010-2011
6417,2,2,2010-2011
6418,4,2,2010-2011
6419,2,2,2010-2011
6420,0,2,2010-2011
6424,1,0,2010-2011
6425,2,2,2010-2011
6428,1,0,2010-2011
6430,2,0,2010-2011
6432,4,2,2010-2011
6433,1,4,2010-2011
6436,2,2,2010-2011
6440,1,0,2010-2011
6444,3,3,2010-2011
6445,1,0,2010-2011
6448,3,3,2010-2011
6454,2,2,2010-2011
6455,0,2,2010-2011
6457,2,2,2010-2011
6458,0,0,2010-2011
6459,2,2,2010-2011
6460,3,3,2010-2011
6463,3,3,2010-2011
6465,2,2,2010-2011
6466,4,4,2010-2011
6467,0,0,2010-2011
6469,0,0,2010-2011
6470,3,3,2010-2011
6471,2,3,2010-2011
6472,3,3,2010-2011
6473,3,3,2010-2011
6474,3,3,2010-2011
6479,3,3,2010-2011
6480,0,3,2010-2011
6481,3,3,2010-2011
6482,4,2,2010-2011
6484,4,4,2010-2011
6485,2,2,2010-2011
6486,3,3,2010-2011
6488,4,4,2010-2011
6489,4,0,2010-2011
6490,0,2,2010-2011
6492,4,4,2010-2011
6493,0,0,2010-2011
6494,1,1,2010-2011
6495,1,0,2010-2011
6496,4,2,2010-2011
6497,4,4,2010-2011
6498,3,3,2010-2011
6504,3,3,2010-2011
6505,0,0,2010-2011
6506,3,3,2010-2011
6507,3,3,2010-2011
6508,3,3,2010-2011
6513,0,0,2010-2011
6516,0,0,2010-2011
6517,2,2,2010-2011
6518,4,0,2010-2011
6584,3,3,2010-2011
6588,3,3,2010-2011
6590,0,0,2010-2011
6592,2,2,2010-2011
6619,1,0,2010-2011
6622,3,3,2010-2011
6626,0,0,2010-2011
6627,0,0,2010-2011
6630,0,0,2010-2011
6632,3,3,2010-2011
6633,1,4,2010-2011
6634,1,1,2010-2011
6635,0,0,2010-2011
6637,0,0,2010-2011
6638,0,0,2010-2011
6643,0,0,2010-2011
6644,0,3,2010-2011
6647,0,0,2010-2011
6648,0,0,2010-2011
6651,2,2,2010-2011
6652,0,2,2010-2011
6653,0,0,2010-2011
6654,4,4,2010-2011
6656,1,1,2010-2011
6658,0,1,2010-2011
6659,1,1,2010-2011
6662,4,4,2010-2011
6663,0,1,2010-2011
6664,0,0,2010-2011
6666,0,0,2010-2011
6668,1,0,2010-2011
6670,3,3,2010-2011
6674,3,3,2010-2011
6675,0,0,2010-2011
6676,2,2,2010-2011
6677,0,0,2010-2011
6678,4,4,2010-2011
6701,3,3,2010-2011
6702,3,3,2010-2011
6703,3,3,2010-2011
6706,2,2,2010-2011
6707,3,3,2010-2011
6718,2,2,2010-2011
6723,3,3,2010-2011
6724,2,3,2010-2011
6727,2,2,2010-2011
6728,3,3,2010-2011
6730,2,4,2010-2011
6731,4,1,2010-2011
6734,4,4,2010-2011
6736,0,0,2010-2011
6737,2,2,2010-2011
6741,2,0,2010-2011
6742,0,0,2010-2011
6743,0,0,2010-2011
6744,2,2,2010-2011
6745,0,0,2010-2011
6748,0,0,2010-2011
6750,2,0,2010-2011
6753,3,3,2010-2011
6754,3,3,2010-2011
6757,0,4,2010-2011
6763,4,1,2010-2011
6768,3,0,2010-2011
6769,4,1,2010-2011
6770,3,3,2010-2011
6771,1,1,2010-2011
6772,0,0,2010-2011
6775,1,1,2010-2011
6776,0,0,2010-2011
6777,4,4,2010-2011
6778,4,1,2010-2011
6785,0,0,2010-2011
6786,1,1,2010-2011
6787,0,0,2010-2011
6788,4,4,2010-2011
6794,3,0,2010-2011
6797,4,4,2010-2011
6798,3,3,2010-2011
6800,2,2,2010-2011
6803,0,0,2010-2011
6804,2,2,2010-2011
6806,2,2,2010-2011
6807,3,3,2010-2011
6809,2,2,2010-2011
6814,0,3,2010-2011
6817,2,0,2010-2011
6819,1,1,2010-2011
6820,2,2,2010-2011
6822,0,0,2010-2011
6823,4,4,2010-2011
6824,2,2,2010-2011
6832,2,0,2010-2011
6834,4,1,2010-2011
6835,0,0,2010-2011
6837,0,0,2010-2011
6838,1,1,2010-2011
6840,1,4,2010-2011
6841,3,3,2010-2011
6844,3,3,2010-2011
6845,3,3,2010-2011
6848,0,0,2010-2011
6849,2,2,2010-2011
6850,4,0,2010-2011
6853,0,0,2010-2011
6855,0,0,2010-2011
6856,3,3,2010-2011
6858,4,4,2010-2011
6859,0,2,2010-2011
6861,2,2,2010-2011
6862,1,1,2010-2011
6863,4,4,2010-2011
6864,0,0,2010-2011
6866,4,2,2010-2011
6867,4,4,2010-2011
6869,2,2,2010-2011
6870,0,0,2010-2011
6871,0,0,2010-2011
6874,1,0,2010-2011
6875,4,2,2010-2011
6877,0,2,2010-2011
6882,0,2,2010-2011
6888,1,4,2010-2011
6890,0,0,2010-2011
6894,1,4,2010-2011
6897,0,0,2010-2011
6898,1,1,2010-2011
6899,0,0,2010-2011
6901,0,0,2010-2011
6902,3,3,2010-2011
6904,0,0,2010-2011
6905,4,2,2010-2011
6907,4,0,2010-2011
6908,0,0,2010-2011
6912,4,4,2010-2011
6914,2,2,2010-2011
6915,2,2,2010-2011
6918,4,4,2010-2011
6919,4,4,2010-2011
6920,4,4,2010-2011
6923,2,2,2010-2011
6925,3,3,2010-2011
6926,0,0,2010-2011
6927,4,4,2010-2011
6928,0,0,2010-2011
6929,2,2,2010-2011
6930,2,2,2010-2011
6932,0,0,2010-2011
6937,0,0,2010-2011
6941,1,0,2010-2011
6942,1,4,2010-2011
6943,4,4,2010-2011
6946,0,0,2010-2011
6947,4,2,2010-2011
6951,3,3,2010-2011
6952,3,3,2010-2011
6954,2,2,2010-2011
6955,0,0,2010-2011
6957,0,0,2010-2011
6958,3,3,2010-2011
6960,2,2,2010-2011
6961,4,2,2010-2011
6962,0,0,2010-2011
6963,2,2,2010-2011
6964,4,4,2010-2011
6965,3,3,2010-2011
6966,1,0,2010-2011
6969,1,4,2010-2011
6976,3,3,2010-2011
6977,0,0,2010-2011
6982,0,0,2010-2011
6986,2,2,2010-2011
6988,3,3,2010-2011
6989,0,0,2010-2011
6993,1,1,2010-2011
6994,0,2,2010-2011
6995,2,2,2010-2011
6996,2,2,2010-2011
6997,3,3,2010-2011
6998,4,4,2010-2011
6999,2,2,2010-2011
7003,3,3,2010-2011
7004,3,3,2010-2011
7011,3,3,2010-2011
7012,3,3,2010-2011
7013,3,3,2010-2011
7014,3,3,2010-2011
7018,0,0,2010-2011
7021,0,0,2010-2011
7102,2,2,2010-2011
7105,0,0,2010-2011
7122,2,2,2010-2011
7148,4,0,2010-2011
7201,3,3,2010-2011
7202,3,3,2010-2011
7205,3,3,2010-2011
7208,0,0,2010-2011
7211,3,3,2010-2011
7212,3,3,2010-2011
7213,0,4,2010-2011
7214,0,0,2010-2011
7217,4,4,2010-2011
7218,0,0,2010-2011
7219,4,4,2010-2011
7220,3,3,2010-2011
7222,2,2,2010-2011
7224,3,3,2010-2011
7226,0,0,2010-2011
7228,0,0,2010-2011
7229,3,3,2010-2011
7231,3,3,2010-2011
7235,4,2,2010-2011
7236,0,3,2010-2011
7238,3,3,2010-2011
7239,3,3,2010-2011
7240,3,3,2010-2011
7241,3,3,2010-2011
7242,3,3,2010-2011
7244,0,3,2010-2011
7245,0,3,2010-2011
7246,0,3,2010-2011
7247,0,3,2010-2011
7250,3,3,2010-2011
7254,0,3,2010-2011
7255,4,4,2010-2011
7256,0,3,2010-2011
7259,3,3,2010-2011
7261,3,3,2010-2011
7264,0,0,2010-2011
7265,4,4,2010-2011
7266,3,3,2010-2011
7269,3,3,2010-2011
7270,3,3,2010-2011
7271,0,0,2010-2011
7272,3,3,2010-2011
7273,1,0,2010-2011
7276,3,3,2010-2011
7277,0,0,2010-2011
7278,3,3,2010-2011
7279,2,2,2010-2011
7280,3,3,2010-2011
7282,3,3,2010-2011
7283,3,3,2010-2011
7284,0,0,2010-2011
7287,3,3,2010-2011
7291,0,3,2010-2011
7292,2,2,2010-2011
7294,0,3,2010-2011
7296,2,3,2010-2011
7297,4,4,2010-2011
7299,4,4,2010-2011
7305,0,2,2010-2011
7309,3,3,2010-2011
7313,2,2,2010-2011
7314,4,1,2010-2011
7399,0,0,2010-2011
7412,0,0,2010-2011
7413,1,1,2010-2011
7414,0,0,2010-2011
7416,2,2,2010-2011
7417,2,0,2010-2011
7419,3,3,2010-2011
7420,3,0,2010-2011
7421,3,3,2010-2011
7422,1,0,2010-2011
7425,1,1,2010-2011
7426,0,0,2010-2011
7427,0,0,2010-2011
7433,3,3,2010-2011
7434,4,4,2010-2011
7435,0,0,2010-2011
7438,4,2,2010-2011
7442,4,2,2010-2011
7443,1,1,2010-2011
7444,0,0,2010-2011
7445,0,0,2010-2011
7446,4,4,2010-2011
7447,2,2,2010-2011
7450,0,0,2010-2011
7453,2,2,2010-2011
7455,2,2,2010-2011
7456,0,0,2010-2011
7458,3,3,2010-2011
7459,3,3,2010-2011
7460,2,0,2010-2011
7461,0,0,2010-2011
7462,1,1,2010-2011
7463,4,0,2010-2011
7464,0,0,2010-2011
7466,4,4,2010-2011
7467,0,0,2010-2011
7472,4,2,2010-2011
7475,0,0,2010-2011
7476,0,0,2010-2011
7477,1,4,2010-2011
7480,0,2,2010-2011
7481,2,2,2010-2011
7482,2,2,2010-2011
7483,2,2,2010-2011
7486,0,2,2010-2011
7487,0,0,2010-2011
7490,0,0,2010-2011
7494,0,3,2010-2011
7500,4,4,2010-2011
7501,4,4,2010-2011
7502,0,0,2010-2011
7504,2,2,2010-2011
7505,4,4,2010-2011
7506,4,4,2010-2011
7508,0,0,2010-2011
7509,0,0,2010-2011
7510,2,0,2010-2011
7512,0,0,2010-2011
7513,3,3,2010-2011
7514,0,0,2010-2011
7515,0,0,2010-2011
7516,3,3,2010-2011
7520,0,0,2010-2011
7521,2,2,2010-2011
7522,3,3,2010-2011
7523,4,1,2010-2011
7525,0,0,2010-2011
7531,1,2,2010-2011
7532,3,3,2010-2011
7537,3,3,2010-2011
7538,0,0,2010-2011
7539,2,2,2010-2011
7544,0,4,2010-2011
7545,2,2,2010-2011
7550,3,3,2010-2011
7551,0,0,2010-2011
7552,2,2,2010-2011
7554,0,0,2010-2011
7555,4,4,2010-2011
7561,0,0,2010-2011
7562,1,0,2010-2011
7564,2,2,2010-2011
7565,4,0,2010-2011
7567,0,0,2010-2011
7570,0,0,2010-2011
7571,1,1,2010-2011
7575,2,0,2010-2011
7578,0,0,2010-2011
7581,2,2,2010-2011
7585,4,4,2010-2011
7590,0,0,2010-2011
7593,3,3,2010-2011
7595,2,2,2010-2011
7596,4,4,2010-2011
7599,0,3,2010-2011
7600,0,0,2010-2011
7601,0,4,2010-2011
7602,1,1,2010-2011
7603,1,1,2010-2011
7604,0,0,2010-2011
7606,2,2,2010-2011
7607,4,2,2010-2011
7608,4,4,2010-2011
7609,0,0,2010-2011
7610,0,0,2010-2011
7611,4,4,2010-2011
7613,0,0,2010-2011
7614,0,2,2010-2011
7615,4,2,2010-2011
7616,3,0,2010-2011
7619,4,0,2010-2011
7624,4,4,2010-2011
7625,1,1,2010-2011
7628,2,2,2010-2011
7630,2,2,2010-2011
7634,4,4,2010-2011
7635,1,0,2010-2011
7636,0,0,2010-2011
7637,4,2,2010-2011
7638,0,0,2010-2011
7640,0,0,2010-2011
7643,0,0,2010-2011
7646,0,0,2010-2011
7649,2,2,2010-2011
7701,3,3,2010-2011
7702,0,0,2010-2011
7707,0,1,2010-2011
7709,1,0,2010-2011
7713,4,4,2010-2011
7715,0,0,2010-2011
7716,2,2,2010-2011
7717,0,2,2010-2011
7718,2,2,2010-2011
7719,1,1,2010-2011
7721,0,0,2010-2011
7722,0,0,2010-2011
7723,0,0,2010-2011
7725,1,1,2010-2011
7726,1,0,2010-2011
7727,0,0,2010-2011
7729,2,2,2010-2011
7730,4,2,2010-2011
7731,3,3,2010-2011
7732,3,0,2010-2011
7733,3,3,2010-2011
7734,0,2,2010-2011
7735,2,3,2010-2011
7739,2,2,2010-2011
7740,2,3,2010-2011
7743,0,0,2010-2011
7744,2,0,2010-2011
7745,0,0,2010-2011
7746,1,0,2010-2011
7747,0,0,2010-2011
7749,2,2,2010-2011
7760,0,0,2010-2011
7762,3,3,2010-2011
7769,2,2,2010-2011
7771,1,0,2010-2011
7774,1,1,2010-2011
7775,0,0,2010-2011
7776,1,1,2010-2011
7777,1,1,2010-2011
7818,4,1,2010-2011
7819,0,0,2010-2011
7820,4,4,2010-2011
7821,4,4,2010-2011
7822,2,2,2010-2011
7823,2,2,2010-2011
7826,0,0,2010-2011
7827,1,0,2010-2011
7831,1,0,2010-2011
7832,3,2,2010-2011
7833,4,4,2010-2011
7836,1,1,2010-2011
7837,0,0,2010-2011
7839,4,4,2010-2011
7840,0,0,2010-2011
7841,0,0,2010-2011
7844,1,0,2010-2011
7846,3,3,2010-2011
7847,1,0,2010-2011
7849,4,4,2010-2011
7850,0,0,2010-2011
7851,1,1,2010-2011
7856,0,0,2010-2011
7857,4,4,2010-2011
7859,4,4,2010-2011
7860,3,3,2010-2011
7863,0,0,2010-2011
7864,0,3,2010-2011
7865,4,4,2010-2011
7867,3,3,2010-2011
7868,3,3,2010-2011
7871,0,0,2010-2011
7872,0,2,2010-2011
7874,4,2,2010-2011
7875,0,0,2010-2011
7877,4,4,2010-2011
7878,4,1,2010-2011
7879,0,0,2010-2011
7883,0,0,2010-2011
7885,4,2,2010-2011
7886,1,1,2010-2011
7887,4,4,2010-2011
7888,0,0,2010-2011
7893,0,0,2010-2011
7896,0,1,2010-2011
7897,0,0,2010-2011
7898,3,3,2010-2011
7901,4,4,2010-2011
7902,4,4,2010-2011
7906,2,2,2010-2011
7908,2,2,2010-2011
7911,3,3,2010-2011
7912,3,3,2010-2011
7914,3,3,2010-2011
7915,2,1,2010-2011
7916,0,0,2010-2011
7917,0,3,2010-2011
7918,0,0,2010-2011
7919,0,0,2010-2011
7921,4,4,2010-2011
7922,1,4,2010-2011
7923,0,0,2010-2011
7925,2,2,2010-2011
7927,0,0,2010-2011
7928,4,4,2010-2011
7931,2,2,2010-2011
7932,0,0,2010-2011
7936,3,3,2010-2011
7937,2,2,2010-2011
7938,0,0,2010-2011
7939,0,0,2010-2011
7942,3,3,2010-2011
7943,3,3,2010-2011
7944,2,3,2010-2011
7946,1,0,2010-2011
7947,3,3,2010-2011
7949,4,1,2010-2011
7951,2,2,2010-2011
7952,0,0,2010-2011
7953,0,0,2010-2011
7955,3,3,2010-2011
7956,2,0,2010-2011
7957,0,0,2010-2011
7962,2,0,2010-2011
7963,0,0,2010-2011
7965,2,2,2010-2011
7966,3,2,2010-2011
7970,2,2,2010-2011
7971,3,3,2010-2011
7972,0,3,2010-2011
7974,2,2,2010-2011
7975,0,0,2010-2011
7976,2,2,2010-2011
7979,4,2,2010-2011
7980,0,1,2010-2011
7981,2,2,2010-2011
7983,1,1,2010-2011
7984,3,3,2010-2011
7985,1,1,2010-2011
7986,4,4,2010-2011
7987,0,0,2010-2011
7988,3,3,2010-2011
7989,2,2,2010-2011
7990,0,0,2010-2011
7991,0,0,2010-2011
7992,1,1,2010-2011
7994,3,3,2010-2011
7995,0,0,2010-2011
7997,0,1,2010-2011
7999,2,2,2010-2011
8005,0,0,2010-2011
8006,0,0,2010-2011
8007,0,0,2010-2011
8008,0,0,2010-2011
8011,3,3,2010-2011
8012,3,3,2010-2011
8013,1,1,2010-2011
8014,2,2,2010-2011
8015,3,3,2010-2011
8016,3,3,2010-2011
8018,0,0,2010-2011
8020,3,3,2010-2011
8022,3,3,2010-2011
8023,1,1,2010-2011
8025,0,0,2010-2011
8029,0,2,2010-2011
8030,0,0,2010-2011
8032,3,3,2010-2011
8035,2,2,2010-2011
8037,3,3,2010-2011
8039,0,1,2010-2011
8040,4,4,2010-2011
8041,3,0,2010-2011
8043,3,3,2010-2011
8045,4,4,2010-2011
8046,2,2,2010-2011
8050,3,3,2010-2011
8051,3,3,2010-2011
8052,4,2,2010-2011
8056,3,3,2010-2011
8057,2,0,2010-2011
8059,0,3,2010-2011
8060,2,3,2010-2011
8061,3,3,2010-2011
8065,0,3,2010-2011
8066,3,3,2010-2011
8070,2,3,2010-2011
8074,3,3,2010-2011
8075,3,3,2010-2011
8076,0,0,2010-2011
8077,1,0,2010-2011
8078,3,3,2010-2011
8079,2,0,2010-2011
8081,2,2,2010-2011
8084,2,0,2010-2011
8085,0,0,2010-2011
8086,3,3,2010-2011
8088,3,3,2010-2011
8089,3,3,2010-2011
8091,0,0,2010-2011
8093,1,0,2010-2011
8095,0,0,2010-2011
8097,3,3,2010-2011
8098,3,3,2010-2011
8101,3,3,2010-2011
8103,0,0,2010-2011
8104,0,0,2010-2011
8105,4,1,2010-2011
8107,1,4,2010-2011
8111,0,0,2010-2011
8113,3,3,2010-2011
8115,0,0,2010-2011
8117,4,2,2010-2011
8118,2,2,2010-2011
8119,0,0,2010-2011
8123,0,0,2010-2011
8125,2,2,2010-2011
8127,2,2,2010-2011
8129,3,3,2010-2011
8130,2,2,2010-2011
8131,3,3,2010-2011
8132,3,3,2010-2011
8133,3,3,2010-2011
8135,1,0,2010-2011
8136,3,3,2010-2011
8137,0,0,2010-2011
8138,4,4,2010-2011
8139,0,0,2010-2011
8141,3,2,2010-2011
8142,3,3,2010-2011
8143,1,1,2010-2011
8144,0,0,2010-2011
8147,1,0,2010-2011
8150,2,2,2010-2011
8151,4,2,2010-2011
8152,0,0,2010-2011
8153,2,2,2010-2011
8154,3,3,2010-2011
8157,3,3,2010-2011
8158,2,2,2010-2011
8159,0,3,2010-2011
8160,2,2,2010-2011
8163,0,0,2010-2011
8165,3,3,2010-2011
8166,0,0,2010-2011
8167,0,0,2010-2011
8173,3,3,2010-2011
8174,3,3,2010-2011
8179,3,3,2010-2011
8181,1,4,2010-2011
8185,2,2,2010-2011
8194,3,3,2010-2011
8198,2,2,2010-2011
8200,0,0,2010-2011
8202,1,1,2010-2011
8203,0,0,2010-2011
8207,4,1,2010-2011
8209,1,1,2010-2011
8214,3,2,2010-2011
8217,3,3,2010-2011
8218,3,3,2010-2011
8219,3,3,2010-2011
8225,0,0,2010-2011
8226,1,1,2010-2011
8227,2,2,2010-2011
8230,0,0,2010-2011
8233,3,3,2010-2011
8237,0,1,2010-2011
8242,3,3,2010-2011
8244,0,0,2010-2011
8247,1,0,2010-2011
8252,3,3,2010-2011
8253,3,3,2010-2011
8254,0,0,2010-2011
8255,2,2,2010-2011
8260,0,0,2010-2011
8267,3,3,2010-2011
8273,3,3,2010-2011
8275,1,0,2010-2011
8276,3,3,2010-2011
8278,3,3,2010-2011
8281,3,3,2010-2011
8282,3,3,2010-2011
8283,3,3,2010-2011
8285,0,0,2010-2011
8289,0,0,2010-2011
8291,0,0,2010-2011
8424,3,3,2010-2011
8425,3,3,2010-2011
8439,3,3,2010-2011
8473,3,3,2010-2011
8508,1,2,2010-2011
8511,3,3,2010-2011
8515,3,3,2010-2011
8518,1,0,2010-2011
8566,3,3,2010-2011
8570,3,3,2010-2011
8572,3,3,2010-2011
8584,3,3,2010-2011
8585,3,3,2010-2011
8593,3,3,2010-2011
8595,2,2,2010-2011
8596,3,3,2010-2011
8601,3,3,2010-2011
8609,3,3,2010-2011
8613,2,1,2010-2011
8614,1,1,2010-2011
8616,3,3,2010-2011
8617,4,1,2010-2011
8622,1,1,2010-2011
8624,0,0,2010-2011
8628,3,3,2010-2011
8697,2,3,2010-2011
